label,data
1,credit have be top up for httpwwwbubbletextcom renewal pin be tgxxrz
0,that way transport be less problematic than on sit night by the way if u want to ask n to join bday feel free but need to know definite nos as book on fri
0,usually the person be unconscious that s in child but in adult may just behave abnormally ill call now
0,but that s on ebay may be less elsewhere
0,shall i come to get pickle
0,be go to go get some taco
0,that s very rude on campus
1,urgent mobile no be award a 2000 bonus caller prize on 020903 this be 2nd attempt to contact you call 08718729755 box95qu
0,hi i will not b ard 4 christmas but do enjoy n merry xmas
1,today offer claim ur 150 worth of discount voucher text yes to 85023 now savamob member offer mobile t cs 08717898035 300 sub 16 unsub reply x
0,yes how be a pretty lady like single
1,will recieve tone within the next 24hrs for term and condition please see channel u teletext pg 750
0,jay say that be a doublefaggot
1,private 2003 account statement for 07815296484 show 800 unredeemed sim point call 08718738001 identifier code 41782 expire 181104
0,what todaysundaysunday be holidayso no work
0,ill be late
0,have not call in a while this be hope be l8r malaria and that know that miss guy miss bani big so pls give love especially have a great day
0,good afternoon love how go that day hope maybe get some lead on a job think of boytoy and send a passionate kiss from across the sea
0,probably go to be here for a while see later tonight lt
0,or maybe fat finger just press all these button and do not know what to do
0,ummmmmaah many many happy return of d day dear sweet heart happy birthday dear
0,be in tirupur da once start from office call
1,from wwwapplausestorecom monthlysubscription50pmsg max6month tcsc web age16 2stop txt stop
0,a famous quote when develop the ability to listen to anything unconditionally without lose temper or self confidence mean be married
0,but be go to college pa what to do be else ill come there self pa
0,4 oclock at just to bash out a flat plan
0,this girl do not stay in bed this girl do not need recovery time d rather pass out while have fun then be coope up in bed
0,then any special there
0,know but need to get hotel now just get invitation but i have to apologise cali be to sweet for to come to some english bloke weddin
0,sorry that take so long omw now
0,wait ltgt min
0,ok give 5 minute think see btw be alibi be cut hair the whole time
0,imagine finally get to sink into that bath after have put through pace maybe even have eat for a while before leave but also imagine the feel of that cage on cock surround by the bath water remind always who own enjoy cuck
0,hurry up have be weeddeficient for like three day
0,sure if get an acknowledgement from that astoundingly tactless and generally faggy to demand a blood oath fo
0,ok every night take a warm bath drink a cup of milk and will see a work of magic still need to loose weight just so that know
0,ill have a look at the fry pan in case cheap or a book perhaps no that s silly a fry pan be not likely to be a book
0,o well uv cause mutation sunscreen be like essential theseday
0,have lunchyou be not in onlinewhy
0,know that friend already tell that
0,hi princess thank for the pic be very pretty how be
0,aiyo u always c ex one dunno abt mei haven reply first time u reply so fast y so lucky not workin huh get bao by ur sugardad ahgee
0,hi msg meim in office
0,thanx 4 e brownie v nice
0,geeeee love so much can barely stand
1,gent be try to contact last weekend draw show that win a 1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs only 150ppm
0,fuck babe miss already know can not let send some money towards net need want crave
0,ill call u 2mrw at ninish with address that icky american freek will not stop callin 2 bad jen k eh
0,oooh bed ridden ey what be you think of
0,so anyways can just go to gym or whatever love smile hope ok and have a good day babe miss so much already
0,love daddy will make scream with pleasure be go to slap ass with dick
0,wot u wanna do then missy
0,yar lor wait 4 mum 2 finish sch then have lunch lor whole morning stay at home clean room now room quite clean hee
0,do know where lab goggle go
0,can open the door
0,wait for call
0,nope i wait in sch 4 daddy
1,have win 1000 cash or a 2000 prize to claim call09050000327
0,be tired of argue with about this week after week do what want and from now on ill do the same
0,  wait 4 in sch i finish ard 5
1,mobile number have win 5000 to claim call back or ring the claim hot line on 09050005321
0,arngd marriage be while u r walkin unfortuntly a snake bite u bt love marriage be dance in frnt of d snake amp sayin bite bite
0,huh so early then _ have dinner outside izzit
0,ok anyway no need to change with what say
1,try to contact re reply to offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
0,exwife be not able to have kid do want kid one day
0,so how s scotland hope be not over show jjc tendency take care live the dream
0,tell u have a headache and just want to use 1 hour of sick time
0,dun thk ill quit yet hmmm can go jazz yogasana oso can can go meet after lesson den
0,\pete can please ring meive hardly gotany credit\
0,ya srsly well than yi tho
0,be in a meeting call later at
1,for ur chance to win a 250 wkly shopping spree txt shop to 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk
1,have be specially select to receive a 2000 pound award call 08712402050 before the line close cost 10ppm 16 tc apply ag promo
1,private 2003 account statement for 07753741225 show 800 unredeemed s i m point call 08715203677 identifier code 42478 expire 241004
0,still at grand prix
0,meet as a stranger and choose as friend as long as the world stand friendship never end lets be friend forever gud nitz
0,be great how be
0,gud mrng dear have a nice day
1,have an important customer service announcement call freephone 0800 542 0825 now
0,will do be exhaust on train this morning too much wine and pie sleep well too
0,be go out to buy mum present ar
0,mind blastin no more tsunamis will occur from now on rajnikant stop swim in indian oceand
0,if u send home first ok lor be not ready yet
0,speak of do have any cash yet
0,be happy there will come after noon
0,meet after lunch la
0,take care n get well soon
1,xclusiveclubsaisai 2morow 285 soiree speciale zouk with nichols from parisfree rose 2 all lady info 0794674629107880867867
0,what mean to say be can not wait to see u again get bore of this bridgwater banter
0,neva mind ok
0,fine imma get a drink or something want to come find
1,22 day to kick off for euro2004 u will be keep up to date with the late news and result daily to be remove send get txt stop to 83222
0,a valentine game send dis msg to all ur friend if 5 answer r d same then someone really love u ques which colour suit the bestrply
0,have many dependent
0,thanx4 today cer it be nice 2 catch up but we ave 2 find more time more often oh well take care c u soonc
